# SCM estimates of absolute mRNA and protein levels, scaled to (average) molecules per haploid cell, for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna = Messenger RNA level
# prot = Protein level
# sd.mrna = Standard deviation on estimates of log-transformed mRNA levels (mRNA lower bound = exp(log(mrna)-sd.mrna)), mRNA upper bound = exp(log(mrna)+sd.mrna)))
# sd.prot = Standard deviation on estimates of log-transformed protein levels (protein lower bound = exp(log(prot)-sd.prot)), protein upper bound = exp(log(prot)+sd.prot)))
# n.mrna = Number of mRNA-level measurements
# n.prot = Number of protein-level measurements
orf	gene	mrna	prot	sd.mrna	sd.prot	n.mrna	n.prot
YKR062W	TFA2	3.9271	1235.954	0.230	0.291	13	6
YKR063C	LAS1	1.9301	508.618	0.278	0.281	11	3
YKR064W	OAF3	1.4139	163.294	0.244	0.332	10	1
YKR065C	PAM17	8.8261	4243.907	0.260	0.232	13	5
YKR066C	CCP1	9.4346	4630.866	0.226	0.226	13	8
YKR067W	GPT2	4.2452	2582.270	0.259	0.246	12	7
YKR068C	BET3	6.8999	2660.905	0.238	0.223	13	5
YKR069W	MET1	1.5631	282.429	0.275	0.374	11	3
YKR070W		3.7902	1679.696	0.233	0.253	12	6
YKR071C	DRE2	7.3893	3578.313	0.223	0.245	13	8
YKR072C	SIS2	7.4640	4456.890	0.257	0.245	12	7
YKR074W	AIM29	10.7015	3280.111	0.259	0.221	13	7
YKR075C		2.0851	520.845	0.285	0.275	11	1
YKR076W	ECM4	1.5093	499.899	0.254	0.283	12	4
YKR077W	MSA2	2.0971	522.020	0.281	0.293	11	2
YKR078W		1.4559	490.543	0.260	0.299	10	4
YKR079C	TRZ1	2.9930	1454.717	0.272	0.226	9	6
YKR080W	MTD1	11.0308	9820.278	0.250	0.219	13	6
YKR081C	RPF2	7.1195	5557.126	0.257	0.303	10	5
YKR082W	NUP133	4.6707	3325.998	0.228	0.250	11	5
YKR083C	DAD2	3.4969	1182.234	0.293	0.214	11	4
YKR084C	HBS1	4.7431	2699.845	0.245	0.242	12	6
YKR085C	MRPL20	5.1799	1446.763	0.269	0.237	11	5
YKR086W	PRP16	1.7942	479.443	0.272	0.321	10	5
YKR087C	OMA1	2.4331	359.669	0.298	0.390	11	2
YKR088C	TVP38	5.8102	3479.398	0.238	0.217	13	4
YKR089C	TGL4	3.3473	569.231	0.256	0.279	12	5
YKR090W	PXL1	2.4719	1187.407	0.269	0.241	11	5
YKR091W	SRL3	2.1851	343.511	0.260	0.352	11	1
YKR092C	SRP40	8.9677	10616.778	0.241	0.234	11	6
YKR093W	PTR2	6.8274	1587.742	0.266	0.318	13	4
YKR094C	RPL40B	43.6256	35510.437	0.225	0.270	10	3
YKR095W	MLP1	3.2165	2059.558	0.282	0.231	9	7
YKR095W-A	PCC1	0.6874	134.254	0.320	0.396	4	3
YKR096W	ESL2	2.5991	324.262	0.284	0.333	12	2
YKR097W	PCK1	0.6345	116.652	0.288	0.399	10	3
YKR098C	UBP11	1.1993	118.144	0.298	0.418	10	0
YKR099W	BAS1	2.5234	620.893	0.287	0.285	10	4
YKR100C	SKG1	4.0907	1707.505	0.226	0.262	12	3
YKR101W	SIR1	0.8867	86.496	0.261	0.401	11	0
YKR102W	FLO10	0.7360	63.709	0.309	0.409	11	0
YKR103W	NFT1	0.5869	41.905	0.302	0.439	10	0
YKR104W		0.6501	69.919	0.276	0.398	10	1
YKR105C	VBA5	0.4616	38.134	0.263	0.382	6	0
YKR106W	GEX2	0.5634	39.468	0.305	0.467	7	0
YLL001W	DNM1	3.7795	2163.322	0.238	0.292	11	5
YLL002W	RTT109	1.7857	452.776	0.269	0.278	10	3
YLL003W	SFI1	1.8199	495.768	0.258	0.245	10	1
YLL004W	ORC3	1.8662	267.620	0.273	0.349	10	2
YLL005C	SPO75	0.5931	49.101	0.311	0.405	7	0
YLL006W	MMM1	1.9677	668.119	0.260	0.290	9	3
YLL006W-A		0.0675	2.059	0.397	0.509	3	0
YLL007C	LMO1	1.5544	329.786	0.254	0.297	9	3
YLL008W	DRS1	8.7589	5899.951	0.224	0.240	11	6
YLL009C	COX17	8.8038	7243.086	0.268	0.235	11	2
YLL010C	PSR1	4.0783	2611.404	0.262	0.228	11	5
YLL011W	SOF1	5.3862	4680.931	0.252	0.232	11	5
YLL012W	YEH1	3.9032	2048.580	0.247	0.226	11	4
YLL013C	PUF3	2.4174	1794.819	0.268	0.225	9	6
YLL014W	EMC6	7.1593	1412.104	0.238	0.259	12	2
YLL015W	BPT1	2.5859	751.359	0.250	0.275	10	5
YLL018C	DPS1	21.1725	21110.614	0.234	0.236	12	8
YLL018C-A	COX19	3.9028	2746.200	0.268	0.215	9	3
YLL019C	KNS1	2.1717	278.556	0.289	0.387	9	0
YLL021W	SPA2	3.6746	871.831	0.266	0.292	11	7
YLL022C	HIF1	3.8570	2008.941	0.240	0.234	11	6
YLL023C	POM33	6.7676	2556.930	0.273	0.262	12	4
YLL024C	SSA2	102.1877	519917.649	0.204	0.217	12	11
YLL025W	PAU17	1.4087	160.479	0.284	0.404	10	0
YLL026W	HSP104	21.7889	40629.803	0.239	0.224	12	9
YLL027W	ISA1	3.9467	912.341	0.250	0.212	10	5
YLL028W	TPO1	4.6099	2871.145	0.282	0.240	11	4
YLL029W	FRA1	5.5573	3400.246	0.235	0.232	11	7
YLL031C	GPI13	4.5545	1312.963	0.250	0.260	12	5
YLL032C		1.7508	774.315	0.255	0.258	10	5
YLL033W	IRC19	1.0238	134.970	0.292	0.364	9	1
YLL034C	RIX7	3.9047	2472.363	0.273	0.255	10	7
YLL035W	GRC3	1.7794	232.554	0.274	0.400	10	1
YLL036C	PRP19	4.1388	2425.163	0.244	0.219	9	5
YLL038C	ENT4	2.2126	1469.042	0.249	0.240	9	4
YLL039C	UBI4	6.5496	1679.395	0.261	0.275	12	2
YLL040C	VPS13	3.1415	1208.787	0.245	0.230	12	9
YLL041C	SDH2	5.3353	3512.622	0.238	0.215	12	6
YLL042C	ATG10	2.0424	241.064	0.287	0.419	10	0
YLL043W	FPS1	4.8058	1891.780	0.277	0.218	12	5
YLL045C	RPL8B	67.2130	112521.319	0.244	0.237	12	8
YLL046C	RNP1	0.4255	27.452	0.301	0.400	8	0
YLL048C	YBT1	8.5974	4786.132	0.239	0.231	11	6
YLL049W	LDB18	3.3966	428.373	0.249	0.359	11	0
YLL050C	COF1	23.6353	15664.942	0.281	0.286	11	8
YLL051C	FRE6	3.2466	589.898	0.290	0.349	11	1
YLL052C	AQY2	1.2864	117.333	0.300	0.389	8	0
YLL053C		3.1939	456.512	0.305	0.390	12	0
YLL054C		1.2541	212.548	0.255	0.297	9	2
YLL055W	YCT1	1.1125	109.495	0.310	0.388	10	0
YLL056C		0.8792	126.924	0.275	0.419	9	2
YLL057C	JLP1	0.6263	52.794	0.329	0.470	9	1
YLL058W		1.6971	542.652	0.278	0.277	10	3
YLL060C	GTT2	1.6370	207.059	0.252	0.354	11	0
YLL061W	MMP1	1.8053	468.313	0.242	0.241	10	3
YLL062C	MHT1	1.3215	338.623	0.232	0.260	10	4
YLL063C	AYT1	0.6651	58.404	0.304	0.450	10	0
YLL064C	PAU18	0.7080	62.116	0.298	0.452	7	0
YLL066C		1.2063	133.342	0.320	0.390	5	0
YLL066W-B		0.0649	1.964	0.427	0.498	1	0
YLL067C		0.9218	88.854	0.326	0.400	5	0
YLR001C		2.4032	384.027	0.235	0.312	11	3
YLR002C	NOC3	4.7427	4326.737	0.252	0.198	10	6
YLR003C	CMS1	3.8849	1132.150	0.276	0.280	10	5
YLR004C	THI73	0.6231	63.735	0.298	0.439	8	1
YLR005W	SSL1	3.0862	964.613	0.273	0.290	11	3
YLR006C	SSK1	2.3466	666.748	0.255	0.295	10	5
YLR007W	NSE1	1.7967	255.363	0.279	0.397	9	1
YLR008C	PAM18	3.9200	856.925	0.287	0.344	10	2
YLR009W	RLP24	8.4596	1789.406	0.266	0.359	11	3
YLR010C	TEN1	1.1035	99.599	0.248	0.375	9	0
YLR011W	LOT6	1.7366	524.881	0.275	0.308	10	3
YLR012C		0.1596	8.357	0.319	0.499	7	0
YLR013W	GAT3	0.3901	27.733	0.338	0.433	5	0
YLR014C	PPR1	0.9930	94.376	0.271	0.389	10	0
YLR015W	BRE2	2.5848	733.593	0.235	0.284	10	3
YLR016C	PML1	2.3916	582.262	0.267	0.249	9	2
YLR017W	MEU1	7.6073	3098.798	0.276	0.249	11	7
YLR018C	POM34	4.9749	2328.759	0.226	0.281	11	4
YLR019W	PSR2	3.3234	670.760	0.277	0.323	11	2
YLR020C	YEH2	3.3514	1165.444	0.251	0.234	10	4
YLR021W	IRC25	2.5918	821.575	0.270	0.265	9	3
YLR022C	SDO1	6.2154	4128.143	0.242	0.224	10	5
YLR023C	IZH3	3.1818	561.812	0.238	0.361	12	2
YLR024C	UBR2	1.0079	120.187	0.225	0.290	10	3
YLR025W	SNF7	7.0436	3401.882	0.244	0.221	11	7
YLR026C	SED5	2.9604	643.417	0.283	0.263	11	5
YLR027C	AAT2	19.5583	12573.082	0.240	0.304	12	8
YLR028C	ADE16	12.1500	11195.281	0.252	0.217	12	7
YLR029C	RPL15A	43.0700	18911.901	0.255	0.363	11	5
YLR030W		0.5928	44.707	0.330	0.469	8	0
YLR031W		1.3660	136.126	0.288	0.410	8	0
YLR032W	RAD5	1.7105	532.304	0.249	0.278	10	3
YLR033W	RSC58	3.5781	2127.220	0.247	0.208	10	8
YLR034C	SMF3	4.7493	2193.772	0.230	0.230	10	3
YLR035C	MLH2	0.8558	80.148	0.263	0.327	9	2
YLR035C-A		0.2192	26.449	0.359	0.369	2	1
YLR036C		2.2314	439.060	0.260	0.309	10	1
YLR037C	PAU23	1.8089	233.515	0.266	0.412	11	0
YLR038C	COX12	8.4083	2485.448	0.241	0.305	12	6
YLR039C	RIC1	2.0760	291.219	0.250	0.265	11	5
YLR040C	AFB1	1.8986	212.633	0.276	0.409	11	0
YLR042C		1.8427	217.185	0.214	0.330	11	1
YLR043C	TRX1	19.8216	18601.616	0.240	0.229	10	8
YLR044C	PDC1	196.2418	447317.230	0.241	0.220	12	10
YLR045C	STU2	2.5562	1245.425	0.269	0.244	10	7
YLR046C		1.7585	189.743	0.255	0.354	10	0
YLR047C	FRE8	0.8417	77.607	0.303	0.451	9	0
YLR048W	RPS0B	32.3223	59856.299	0.257	0.230	10	7
YLR049C		2.6080	355.106	0.224	0.298	11	1
YLR050C		4.5239	986.870	0.255	0.212	12	4
YLR051C	FCF2	4.1399	1740.368	0.247	0.249	11	3
YLR052W	IES3	4.5792	1934.210	0.267	0.237	10	4
YLR053C		0.8416	77.468	0.267	0.393	7	0
YLR054C	OSW2	0.4288	31.411	0.279	0.418	7	0
YLR055C	SPT8	2.4526	1310.768	0.284	0.346	8	5
YLR056W	ERG3	25.3963	23051.806	0.265	0.224	12	6
YLR057W	MNL2	2.1716	284.572	0.305	0.344	11	3
YLR058C	SHM2	39.2572	56376.876	0.239	0.244	12	10
YLR059C	REX2	5.0848	2983.934	0.229	0.217	11	7
YLR060W	FRS1	19.1272	18410.907	0.220	0.241	12	9
YLR061W	RPL22A	52.8946	111933.139	0.249	0.243	10	9
YLR063W	BMT6	2.0631	791.981	0.259	0.277	10	4
YLR064W	PER33	6.3099	3578.931	0.238	0.240	11	3
YLR065C	ENV10	6.1629	1629.486	0.255	0.248	10	3
YLR066W	SPC3	4.7892	2899.894	0.255	0.213	10	6
YLR067C	PET309	1.7459	363.124	0.240	0.315	9	1
YLR068W	FYV7	3.0780	1300.056	0.271	0.237	9	5
YLR069C	MEF1	4.3680	2037.695	0.256	0.251	12	6
YLR070C	XYL2	0.6662	61.772	0.310	0.470	10	0
YLR071C	RGR1	2.9014	788.598	0.247	0.246	11	6
YLR072W		2.3121	544.848	0.247	0.293	9	3
YLR073C	RFU1	2.7984	751.826	0.298	0.233	9	2
YLR074C	BUD20	7.9571	4954.479	0.230	0.263	12	5
YLR075W	RPL10	85.7371	129342.667	0.269	0.258	11	8
YLR077W	FMP25	1.9612	386.801	0.263	0.340	10	2
YLR078C	BOS1	3.5198	833.408	0.261	0.286	11	3
YLR079W	SIC1	5.4402	1111.607	0.257	0.264	12	4
YLR080W	EMP46	0.8007	141.436	0.302	0.365	9	3
YLR081W	GAL2	0.8238	82.542	0.299	0.374	10	0
YLR082C	SRL2	1.5069	372.223	0.298	0.343	9	3
YLR083C	EMP70	7.3531	6863.113	0.280	0.246	11	5
YLR084C	RAX2	3.3184	2370.746	0.275	0.246	10	3
YLR085C	ARP6	2.0870	309.837	0.269	0.290	10	2
YLR086W	SMC4	2.1204	777.125	0.240	0.238	10	7
YLR087C	CSF1	0.7387	71.573	0.311	0.434	9	1
YLR088W	GAA1	4.2191	1638.817	0.239	0.246	12	5
YLR089C	ALT1	8.9403	4677.368	0.243	0.254	12	7
YLR090W	XDJ1	3.3857	1036.195	0.227	0.237	11	4
YLR091W	GEP5	1.3896	155.556	0.249	0.383	11	0
YLR092W	SUL2	1.0009	93.216	0.267	0.430	10	0
YLR093C	NYV1	4.4168	1453.018	0.243	0.293	10	4
YLR094C	GIS3	2.4839	567.616	0.241	0.288	9	2
YLR095C	IOC2	4.5594	2090.001	0.266	0.230	12	6
YLR096W	KIN2	3.0045	873.073	0.242	0.256	10	5
YLR097C	HRT3	1.4306	199.800	0.298	0.413	10	2
YLR098C	CHA4	1.3579	234.502	0.284	0.311	10	1
YLR099C	ICT1	3.6621	577.853	0.259	0.360	11	1
YLR099W-A	MIM2	0.6292	68.173	0.277	0.370	4	1
YLR100W	ERG27	10.6908	5925.756	0.241	0.287	11	7
YLR102C	APC9	1.2421	120.138	0.270	0.398	9	0
YLR103C	CDC45	2.2085	648.403	0.277	0.249	10	3
YLR104W	LCL2	4.9931	1544.998	0.288	0.279	10	4
YLR105C	SEN2	2.3810	464.505	0.269	0.294	10	3
YLR106C	MDN1	3.1522	1537.821	0.265	0.234	9	8
YLR107W	REX3	2.3824	310.181	0.266	0.343	11	1
YLR108C		1.7898	680.022	0.222	0.208	10	5
YLR109W	AHP1	84.1632	185329.057	0.270	0.223	12	10
YLR110C	CCW12	87.7126	140281.254	0.252	0.215	11	4
YLR113W	HOG1	12.2379	7696.903	0.246	0.223	12	8
YLR114C	AVL9	3.7124	2998.724	0.224	0.232	10	7
YLR115W	CFT2	3.7533	1334.172	0.260	0.240	11	4
YLR116W	MSL5	3.1854	1598.871	0.254	0.223	9	4
YLR117C	CLF1	1.7963	547.130	0.266	0.297	10	3
YLR118C		4.4372	1713.843	0.241	0.216	12	5
YLR119W	SRN2	1.9946	379.534	0.290	0.387	10	2
YLR120C	YPS1	6.9939	2744.691	0.254	0.277	12	4
YLR121C	YPS3	2.1071	474.880	0.283	0.274	9	1
YLR125W		0.6142	48.243	0.309	0.427	8	0
YLR126C		2.5057	934.329	0.262	0.331	10	4
YLR127C	APC2	1.4224	248.115	0.261	0.321	11	2
YLR128W	DCN1	1.0590	118.754	0.246	0.407	10	2
YLR129W	DIP2	5.1166	2546.691	0.251	0.278	11	6
YLR130C	ZRT2	4.6228	1522.437	0.242	0.276	12	3
YLR131C	ACE2	1.9091	434.984	0.265	0.308	10	4
YLR132C	USB1	1.6609	351.730	0.285	0.319	11	3
YLR133W	CKI1	3.4329	2040.233	0.228	0.219	12	6
YLR134W	PDC5	6.9576	7270.131	0.257	0.241	11	9
YLR135W	SLX4	1.2749	195.271	0.233	0.302	10	1
YLR136C	TIS11	1.6750	200.154	0.224	0.376	10	0
YLR137W	RKM5	1.7266	363.216	0.265	0.323	11	3
YLR138W	NHA1	3.7537	1419.614	0.242	0.260	11	4
YLR139C	SLS1	2.0664	778.250	0.244	0.279	10	2
YLR141W	RRN5	1.1376	164.417	0.294	0.367	9	1
YLR142W	PUT1	1.0642	167.538	0.243	0.283	10	2
YLR143W	DPH6	2.6966	1196.265	0.243	0.226	10	6
YLR144C	ACF2	2.4629	870.995	0.263	0.206	10	5
YLR145W	RMP1	1.5819	269.093	0.311	0.335	9	1
YLR146C	SPE4	3.4841	1347.872	0.248	0.263	11	4
YLR146W-A		0.3846	24.098	0.352	0.447	3	0
YLR147C	SMD3	3.9658	957.418	0.286	0.366	9	4
YLR148W	PEP3	2.3921	1189.136	0.269	0.233	11	6
YLR149C		1.1402	160.985	0.260	0.352	11	1
YLR150W	STM1	67.6536	107037.720	0.244	0.266	12	9
YLR151C	PCD1	1.0766	151.287	0.272	0.344	10	1
YLR152C		1.3169	140.270	0.311	0.429	9	0
YLR153C	ACS2	20.7566	58172.711	0.225	0.233	12	9
YLR154C	RNH203	4.1266	674.227	0.275	0.289	11	2
YLR154C-G		0.1193	4.575	0.472	0.561	1	0
YLR154C-H		0.1881	10.164	0.369	0.469	1	0
YLR154W-C	TAR1	0.0642	2.077	0.354	0.467	1	0
YLR155C	ASP3-1	1.3839	135.605	0.332	0.457	7	0
YLR156C-A		0.0272	0.444	0.454	0.539	1	0
YLR156W		0.4248	29.581	0.325	0.431	7	0
YLR157C	ASP3-2	1.0484	104.647	0.330	0.436	5	0
YLR157C-A		NA	NA	NA	NA	0	0
YLR157C-B		0.1014	3.862	0.448	0.554	1	0
YLR157C-C		0.0270	0.542	0.407	0.489	1	0
YLR157W-D		NA	NA	NA	NA	0	0
YLR157W-E		0.1436	5.842	0.382	0.534	1	0
YLR158C	ASP3-3	1.0369	93.683	0.321	0.437	5	0
YLR159C-A		0.0309	0.776	0.412	0.535	1	0
YLR159W		0.4688	36.133	0.355	0.428	6	0
YLR160C	ASP3-4	1.0225	101.165	0.352	0.535	6	0
YLR161W		0.3669	24.084	0.296	0.394	6	0
YLR162W		1.3603	148.213	0.275	0.393	8	1
YLR162W-A	RRT15	0.3774	30.371	0.301	0.454	4	0
YLR163C	MAS1	3.9608	1950.634	0.264	0.212	12	6
YLR164W	SHH4	1.0922	106.680	0.279	0.373	10	0
YLR165C	PUS5	1.3705	126.595	0.293	0.342	11	0
YLR166C	SEC10	3.4585	2130.553	0.241	0.214	11	4
YLR167W	RPS31	88.6401	51591.225	0.243	0.388	13	7
YLR168C	UPS2	2.6203	993.924	0.279	0.262	11	3
YLR170C	APS1	5.1520	1684.212	0.250	0.272	10	3
YLR172C	DPH5	10.0890	7867.179	0.226	0.261	13	6
YLR173W		1.0719	144.002	0.308	0.391	10	2
YLR174W	IDP2	1.1901	814.541	0.265	0.303	9	6
YLR175W	CBF5	21.9361	24433.100	0.273	0.236	13	8
YLR176C	RFX1	1.3206	250.235	0.252	0.289	11	2
YLR177W		3.3956	942.110	0.259	0.302	12	5
YLR178C	TFS1	4.2075	1950.611	0.250	0.276	13	7
YLR179C		14.1982	11692.201	0.233	0.223	12	8
YLR180W	SAM1	32.6241	84156.215	0.254	0.219	13	10
YLR181C	VTA1	3.8865	2000.310	0.258	0.217	12	6
YLR182W	SWI6	3.3611	1800.302	0.246	0.239	12	8
YLR183C	TOS4	2.4119	359.454	0.261	0.281	11	2
YLR185W	RPL37A	41.4362	46384.205	0.248	0.208	12	8
YLR186W	EMG1	8.6941	3631.230	0.277	0.282	13	6
YLR187W	SKG3	2.1487	796.136	0.256	0.275	11	4
YLR188W	MDL1	4.3087	995.167	0.244	0.255	12	3
YLR189C	ATG26	1.5569	340.500	0.248	0.306	8	3
YLR190W	MMR1	3.3922	1054.748	0.262	0.239	12	4
YLR191W	PEX13	3.0350	1444.906	0.265	0.322	12	3
YLR192C	HCR1	13.6497	15706.112	0.242	0.213	12	8
YLR193C	UPS1	2.8567	474.554	0.229	0.293	12	1
YLR194C		6.2181	1534.106	0.236	0.280	12	3
YLR195C	NMT1	4.7175	1428.368	0.270	0.354	12	6
YLR196W	PWP1	10.6043	13235.514	0.256	0.235	12	6
YLR197W	NOP56	27.0691	27022.227	0.255	0.217	12	8
YLR199C	PBA1	3.3774	1030.530	0.249	0.245	13	4
YLR200W	YKE2	3.7353	2491.512	0.264	0.209	10	8
YLR201C	COQ9	4.0671	1401.732	0.246	0.229	12	6
YLR203C	MSS51	6.6326	4020.544	0.246	0.236	11	7
YLR204W	QRI5	4.2671	614.300	0.303	0.367	13	0
YLR205C	HMX1	1.8087	275.940	0.264	0.336	11	1
YLR206W	ENT2	6.6175	2946.298	0.264	0.224	12	5
YLR207W	HRD3	2.0097	377.150	0.258	0.360	11	3
YLR208W	SEC13	11.9020	8187.529	0.286	0.342	12	6
YLR209C	PNP1	4.4209	1455.801	0.254	0.302	13	6
YLR210W	CLB4	1.8286	178.619	0.269	0.322	11	1
YLR211C	ATG38	1.4010	207.985	0.308	0.412	11	2
YLR212C	TUB4	3.3892	2704.691	0.268	0.240	12	6
YLR213C	CRR1	0.7433	61.266	0.303	0.423	10	0
YLR214W	FRE1	5.2690	1092.226	0.253	0.328	11	5
YLR215C	CDC123	2.1902	1162.433	0.274	0.259	11	5
YLR216C	CPR6	15.2238	17120.770	0.251	0.210	12	8
YLR218C	COA4	2.6750	827.361	0.260	0.230	11	3
YLR219W	MSC3	3.5186	1058.284	0.262	0.221	12	4
YLR220W	CCC1	3.8313	1443.914	0.247	0.270	12	3
YLR221C	RSA3	6.3045	3297.123	0.258	0.259	12	5
YLR222C	UTP13	6.1382	5626.810	0.238	0.208	12	6
YLR223C	IFH1	3.3317	967.964	0.243	0.272	10	3
YLR224W		2.6762	288.090	0.270	0.387	12	0
YLR225C		4.7243	2155.305	0.258	0.255	11	4
YLR226W	BUR2	2.6872	1233.414	0.255	0.242	10	4
YLR227C	ADY4	1.5031	166.951	0.265	0.429	11	0
YLR227W-A		NA	NA	NA	NA	0	0
YLR227W-B		0.1225	4.654	0.413	0.481	1	0
YLR228C	ECM22	2.0018	275.769	0.274	0.299	11	4
YLR229C	CDC42	12.9794	3325.246	0.272	0.331	13	4
YLR231C	BNA5	3.5691	1450.636	0.230	0.238	12	6
YLR233C	EST1	1.3668	190.979	0.291	0.359	11	1
YLR234W	TOP3	1.0582	220.531	0.279	0.330	10	3
YLR237W	THI7	2.8594	1229.689	0.242	0.227	12	4
YLR238W	FAR10	1.4655	184.156	0.271	0.400	11	1
YLR239C	LIP2	2.1199	571.650	0.279	0.295	11	2
YLR240W	VPS34	2.6746	1072.040	0.278	0.211	11	5
YLR241W	CSC1	3.3643	547.090	0.278	0.411	11	2
YLR242C	ARV1	1.4170	168.756	0.340	0.418	10	1
YLR243W	GPN3	3.8837	819.614	0.288	0.353	12	2
YLR244C	MAP1	16.3186	17875.885	0.272	0.227	13	8
YLR245C	CDD1	2.4629	1498.510	0.266	0.261	10	4
YLR246W	ERF2	1.6282	176.872	0.266	0.382	11	0
YLR247C	IRC20	1.6465	247.775	0.269	0.323	11	3
YLR248W	RCK2	7.8862	4000.138	0.285	0.280	13	6
YLR249W	YEF3	91.9683	342111.021	0.245	0.225	13	8
YLR250W	SSP120	5.8121	3774.236	0.233	0.253	13	8
YLR251W	SYM1	2.3888	623.743	0.230	0.296	12	2
YLR253W	MCP2	3.3392	794.911	0.256	0.344	11	2
YLR254C	NDL1	1.9596	444.472	0.259	0.298	11	1
YLR256W	HAP1	3.8907	698.791	0.268	0.321	10	2
YLR256W-A		0.1010	17.924	0.373	0.474	1	2
YLR257W		13.1730	13244.635	0.238	0.235	12	8
YLR258W	GSY2	7.3402	6216.273	0.263	0.221	13	8
YLR259C	HSP60	24.2253	20007.099	0.236	0.353	13	8
YLR260W	LCB5	2.6668	781.233	0.275	0.318	12	3
YLR262C	YPT6	5.0593	4828.574	0.260	0.223	10	5
YLR262C-A	TMA7	7.5093	6825.262	0.269	0.243	7	7
YLR263W	RED1	0.9767	104.705	0.298	0.430	11	0
YLR264C-A		0.9461	93.702	0.340	0.438	4	0
YLR264W	RPS28B	21.8347	10311.873	0.264	0.211	11	6
YLR265C	NEJ1	2.0575	338.986	0.232	0.318	11	2
YLR266C	PDR8	1.5179	174.095	0.298	0.417	11	0
YLR267W	BOP2	0.7027	73.385	0.354	0.413	9	1
YLR268W	SEC22	5.8611	1719.930	0.244	0.262	11	6
YLR270W	DCS1	3.6577	2670.773	0.296	0.250	11	8
YLR271W		1.4741	396.309	0.258	0.310	11	2
YLR272C	YCS4	2.2139	787.725	0.286	0.286	10	3
YLR273C	PIG1	0.8750	89.803	0.276	0.438	10	0
YLR274W	MCM5	4.4541	2203.275	0.240	0.283	12	5
YLR275W	SMD2	2.9549	672.741	0.277	0.281	11	3
YLR276C	DBP9	6.4662	1710.028	0.299	0.389	12	7
YLR277C	YSH1	2.9281	1834.574	0.251	0.234	11	5
YLR278C		2.2693	545.104	0.273	0.309	11	3
YLR281C		0.8345	80.269	0.297	0.429	9	0
YLR283W		1.1625	181.220	0.267	0.351	10	2
YLR284C	ECI1	1.2041	243.946	0.275	0.336	9	2
YLR285C-A		0.6868	58.270	0.359	0.409	3	0
YLR285W	NNT1	9.1684	5659.488	0.242	0.227	12	6
YLR286C	CTS1	31.4968	9310.967	0.259	0.258	13	6
YLR287C		6.2926	4228.471	0.238	0.246	12	6
YLR287C-A	RPS30A	45.5222	46279.400	0.216	0.255	7	4
YLR288C	MEC3	1.1702	192.791	0.233	0.290	11	1
YLR289W	GUF1	1.5001	479.009	0.222	0.266	11	3
YLR290C	COQ11	3.3749	1004.428	0.246	0.306	12	3
YLR291C	GCD7	6.4720	5657.340	0.249	0.190	12	6
YLR292C	SEC72	9.2280	7838.828	0.226	0.228	13	6
YLR293C	GSP1	35.4433	26088.959	0.229	0.361	12	7
YLR295C	ATP14	9.9517	11429.771	0.237	0.243	11	7
YLR297W		2.6328	521.326	0.256	0.303	12	1
YLR298C	YHC1	2.7007	992.022	0.281	0.278	11	3
YLR299W	ECM38	2.4309	579.725	0.268	0.296	10	4
YLR300W	EXG1	21.4840	6593.841	0.245	0.234	13	7
YLR301W	HRI1	9.1146	6176.158	0.243	0.331	12	8
YLR303W	MET17	6.8237	4915.927	0.307	0.373	11	8
YLR304C	ACO1	17.7380	21328.415	0.249	0.306	13	8
YLR305C	STT4	2.6638	633.240	0.262	0.309	11	4
YLR306W	UBC12	1.2279	190.216	0.261	0.331	11	2
YLR307C-A		0.1330	5.150	0.351	0.457	3	0
YLR307W	CDA1	0.3250	20.521	0.298	0.389	6	0
YLR308W	CDA2	0.1403	6.889	0.338	0.473	7	0
YLR309C	IMH1	4.1220	2449.211	0.269	0.218	12	6
YLR310C	CDC25	3.4131	714.043	0.260	0.289	12	5
YLR312C		0.5168	67.641	0.316	0.451	6	1
YLR312W-A	MRPL15	2.4138	2354.701	0.251	0.231	6	5
YLR313C	SPH1	1.2973	221.999	0.276	0.274	11	1
YLR314C	CDC3	5.2759	1692.175	0.265	0.323	11	4
YLR315W	NKP2	1.1591	499.775	0.234	0.227	9	3
YLR316C	TAD3	2.2564	499.050	0.281	0.321	10	2
YLR318W	EST2	0.6881	60.418	0.312	0.387	7	0
YLR319C	BUD6	2.5807	1391.794	0.202	0.216	11	6
YLR320W	MMS22	0.7625	81.146	0.281	0.404	11	1
YLR321C	SFH1	3.8204	2453.988	0.263	0.222	11	5
YLR323C	CWC24	1.8959	531.970	0.253	0.308	11	3
YLR324W	PEX30	2.8803	1516.403	0.259	0.247	12	6
YLR325C	RPL38	41.8793	57074.098	0.236	0.237	10	9
YLR326W		2.2833	691.207	0.301	0.313	11	4
YLR327C	TMA10	5.0215	1951.392	0.282	0.244	12	4
YLR328W	NMA1	4.2417	2754.343	0.255	0.239	12	6
